zip,lat,lon,city,state,precision
48933,42.73138,-84.55370,Lansing,MI,coarse
48937,42.74873,-84.55903,Lansing,MI,coarse
48950,42.59918,-84.37197,Lansing,MI,coarse
48951,42.73000,-84.55000,Lansing,MI,coarse
48956,42.73253,-84.55868,Lansing,MI,coarse
48980,42.59918,-84.37197,Lansing,MI,coarse
49001,42.26160,-85.51010,Kalamazoo,MI,coarse
49002,42.19379,-85.56390,Portage,MI,coarse
49003,42.24541,-85.52986,Kalamazoo,MI,coarse
49004,42.30686,-85.56816,Kalamazoo,MI,coarse
49005,42.32305,-85.49323,Kalamazoo,MI,coarse
49006,42.29225,-85.63303,Kalamazoo,MI,coarse
49007,42.24277,-85.56027,Kalamazoo,MI,coarse
49008,42.26301,-85.61805,Kalamazoo,MI,coarse
49009,42.29921,-85.59264,Kalamazoo,MI,coarse
49010,42.53930,-85.89487,Allegan,MI,coarse
49011,42.11903,-85.21435,Athens,MI,coarse
49012,42.35374,-85.34660,Augusta,MI,coarse
49013,42.31277,-86.09613,Bangor,MI,coarse
49014,42.30304,-85.13044,Battle Creek,MI,coarse
49015,42.21931,-85.22924,Battle Creek,MI,coarse
49016,42.24640,-85.00451,Battle Creek,MI,coarse
49017,42.36739,-85.19500,Battle Creek,MI,coarse
49018,42.24640,-85.00451,Battle Creek,MI,coarse
49019,42.24541,-85.52986,Kalamazoo,MI,coarse
49020,42.24640,-85.00451,Bedford,MI,coarse
49021,42.51416,-85.01466,Bellevue,MI,coarse
49022,42.14338,-86.34857,Benton Harbor,MI,coarse
49023,42.00155,-86.71529,Benton Harbor,MI,coarse
49024,42.19744,-85.61935,Portage,MI,coarse
49026,42.36774,-85.96471,Bloomingdale,MI,coarse
49027,42.34650,-86.07250,Breedsville,MI,coarse
49028,41.88040,-85.16280,Bronson,MI,coarse
49029,42.13084,-85.10230,Burlington,MI,coarse
49030,41.83978,-85.36543,Burr Oak,MI,coarse
49031,41.90417,-85.99907,Cassopolis,MI,coarse
49032,41.90449,-85.47991,Centreville,MI,coarse
49033,42.23569,-85.09063,Ceresco,MI,coarse
49034,42.22619,-85.36319,Climax,MI,coarse
49035,42.59512,-85.30855,Cloverdale,MI,coarse
49036,41.90536,-85.05872,Coldwater,MI,coarse
49038,42.14755,-86.36559,Coloma,MI,coarse
49039,42.22476,-86.37228,Hagar Shores,MI,coarse
49040,41.97780,-85.35107,Colon,MI,coarse
49041,42.24541,-85.52986,Comstock,MI,coarse
49042,41.93695,-85.53312,Constantine,MI,coarse
49043,42.28054,-86.26661,Covert,MI,coarse
49045,42.17448,-86.07143,Decatur,MI,coarse
49046,42.53272,-85.38488,Delton,MI,coarse
49047,41.96160,-86.01930,Dowagiac,MI,coarse
49048,42.29000,-85.52000,Kalamazoo,MI,coarse
49050,42.60559,-85.33990,Dowling,MI,coarse
49051,42.17790,-85.23429,East Leroy,MI,coarse
49052,42.13344,-85.34248,Fulton,MI,coarse
49053,42.30324,-85.39580,Galesburg,MI,coarse
49055,42.35782,-85.85920,Gobles,MI,coarse
49056,42.36752,-86.07133,Grand Junction,MI,coarse
49057,42.21852,-86.05243,Hartford,MI,coarse
49058,42.63912,-85.28988,Hastings,MI,coarse
49060,42.50013,-85.39620,Hickory Corners,MI,coarse
49061,41.88583,-85.83385,Jones,MI,coarse
49062,42.36175,-85.81407,Kendall,MI,coarse
49063,42.39359,-86.20990,Lacota,MI,coarse
49064,42.21490,-86.04708,Lawrence,MI,coarse
49065,42.18521,-86.01181,Lawton,MI,coarse
49066,42.02816,-85.35224,Leonidas,MI,coarse
49067,42.00863,-85.85758,Marcellus,MI,coarse
49068,42.26502,-84.94895,Marshall,MI,coarse
49069,42.20449,-84.94992,Marshall,MI,coarse
49070,42.53714,-85.62692,Martin,MI,coarse
49071,42.24450,-85.80504,Mattawan,MI,coarse
49072,42.00909,-85.44966,Mendon,MI,coarse
49073,42.62110,-85.19741,Nashville,MI,coarse
49074,42.24541,-85.52986,Nazareth,MI,coarse
49075,41.91853,-85.45288,Nottawa,MI,coarse
49076,42.55972,-84.92260,Olivet,MI,coarse
49077,42.24541,-85.52986,Oshtemo,MI,coarse
49078,42.48607,-85.72461,Otsego,MI,coarse
49079,42.24301,-85.93085,Paw Paw,MI,coarse
49080,42.47958,-85.63354,Plainwell,MI,coarse
49081,42.17178,-85.61782,Portage,MI,coarse
49082,41.94912,-85.03220,Quincy,MI,coarse
49083,42.37614,-85.45476,Richland,MI,coarse
49084,42.17804,-86.38557,Riverside,MI,coarse
49085,41.97741,-86.53314,Saint Joseph,MI,coarse
49087,42.13508,-85.65685,Schoolcraft,MI,coarse
49088,42.25499,-85.42440,Scotts,MI,coarse
49089,42.00056,-85.22519,Sherwood,MI,coarse
49090,42.36378,-86.13895,South Haven,MI,coarse
49091,41.84291,-85.47826,Sturgis,MI,coarse
49092,42.13422,-84.97283,Tekonsha,MI,coarse
49093,41.92897,-85.53821,Three Rivers,MI,coarse
49094,42.02527,-85.07880,Union City,MI,coarse
49095,41.93645,-85.88579,Vandalia,MI,coarse
49096,42.63993,-85.00466,Vermontville,MI,coarse
49097,42.17954,-85.47337,Vicksburg,MI,coarse
49098,42.16140,-86.27188,Watervliet,MI,coarse
49099,41.85934,-85.55319,White Pigeon,MI,coarse
49101,41.94965,-86.47550,Baroda,MI,coarse
49102,41.95499,-86.26810,Berrien Center,MI,coarse
49103,41.90736,-86.47258,Berrien Springs,MI,coarse
49104,42.00155,-86.71529,Berrien Springs,MI,coarse
49106,41.94215,-86.54456,Bridgman,MI,coarse
49107,41.84137,-86.42925,Buchanan,MI,coarse
49111,42.02759,-86.29915,Eau Claire,MI,coarse
49112,41.80701,-85.99723,Edwardsburg,MI,coarse
49113,41.81146,-86.49924,Galien,MI,coarse
49115,41.87710,-86.63024,Harbert,MI,coarse
49116,41.83362,-86.66217,Lakeside,MI,coarse
49117,41.79273,-86.74602,New Buffalo,MI,coarse
49119,41.86875,-86.54737,New Troy,MI,coarse
49120,41.84473,-86.42100,Niles,MI,coarse
49121,42.00155,-86.71529,Niles,MI,coarse
49125,41.89973,-86.57133,Sawyer,MI,coarse
49126,42.02949,-86.37820,Sodus,MI,coarse
49127,42.00743,-86.50815,Stevensville,MI,coarse
49128,41.82755,-86.60050,Three Oaks,MI,coarse
49129,41.82553,-86.68482,Union Pier,MI,coarse
49130,41.80062,-85.86601,Union,MI,coarse
49201,42.24898,-84.42110,Jackson,MI,coarse
49202,42.27564,-84.39821,Jackson,MI,coarse
49203,42.18686,-84.46471,Jackson,MI,coarse
49204,42.25285,-84.21376,Jackson,MI,coarse
49220,41.98535,-84.31454,Addison,MI,coarse
49221,41.88994,-84.06589,Adrian,MI,coarse
49224,42.29060,-84.79288,Albion,MI,coarse
49227,41.95635,-84.76791,Allen,MI,coarse
49228,41.85265,-83.87390,Blissfield,MI,coarse
49229,41.99794,-83.85792,Britton,MI,coarse
49230,42.16039,-84.38882,Brooklyn,MI,coarse
49232,41.74738,-84.63854,Camden,MI,coarse
49233,42.04809,-84.31501,Cement City,MI,coarse
49234,42.11961,-84.36908,Clarklake,MI,coarse
49235,41.93058,-84.15621,Clayton,MI,coarse
49236,42.06188,-83.95759,Clinton,MI,coarse
49237,42.18602,-84.64190,Concord,MI,coarse
49238,41.90028,-83.81785,Deerfield,MI,coarse
49239,41.78250,-84.60466,Frontier,MI,coarse
49240,42.25853,-84.34428,Grass Lake,MI,coarse
49241,42.11126,-84.60159,Hanover,MI,coarse
49242,41.85390,-84.58291,Hillsdale,MI,coarse
49245,42.14435,-84.84818,Homer,MI,coarse
49246,42.13113,-84.47908,Horton,MI,coarse
49247,41.87038,-84.09596,Hudson,MI,coarse
49248,41.77036,-84.00113,Jasper,MI,coarse
49249,42.02959,-84.46866,Jerome,MI,coarse
49250,41.89874,-84.58558,Jonesville,MI,coarse
49251,42.47819,-84.40712,Leslie,MI,coarse
49252,42.02910,-84.61923,Litchfield,MI,coarse
49253,41.97038,-84.27037,Manitou Beach,MI,coarse
49254,42.20875,-84.46592,Michigan Center,MI,coarse
49255,41.79265,-84.90092,Montgomery,MI,coarse
49256,41.84736,-84.22901,Morenci,MI,coarse
49257,42.05479,-84.50391,Moscow,MI,coarse
49258,41.88479,-84.59349,Mosherville,MI,coarse
49259,42.36039,-84.23309,Munith,MI,coarse
49261,42.16434,-84.24575,Napoleon,MI,coarse
49262,41.96394,-84.47308,North Adams,MI,coarse
49263,42.15819,-84.18383,Norvell,MI,coarse
49264,42.47284,-84.54167,Onondaga,MI,coarse
49265,42.00754,-84.18208,Onsted,MI,coarse
49266,41.83293,-84.54854,Osseo,MI,coarse
49267,41.77272,-83.70484,Ottawa Lake,MI,coarse
49268,41.86957,-83.92002,Palmyra,MI,coarse
49269,42.25790,-84.58068,Parma,MI,coarse
49270,41.86503,-83.67069,Petersburg,MI,coarse
49271,41.85495,-84.45258,Pittsford,MI,coarse
49272,42.38779,-84.34764,Pleasant Lake,MI,coarse
49274,41.84690,-84.72844,Reading,MI,coarse
49275,41.98803,-83.86567,Ridgeway,MI,coarse
49276,41.79152,-83.81419,Riga,MI,coarse
49277,42.38464,-84.46513,Rives Junction,MI,coarse
49278,41.91229,-84.32652,Rollin,MI,coarse
49279,41.77579,-84.11213,Sand Creek,MI,coarse
49280,41.79583,-84.18661,Seneca,MI,coarse
49281,42.02303,-84.37939,Somerset,MI,coarse
49282,42.05020,-84.39219,Somerset Center,MI,coarse
49283,42.27286,-84.60561,Spring Arbor,MI,coarse
49284,42.37823,-84.63011,Springport,MI,coarse
49285,42.49673,-84.24306,Stockbridge,MI,coarse
49286,42.00840,-83.92221,Tecumseh,MI,coarse
49287,42.02172,-84.06497,Tipton,MI,coarse
49288,41.74311,-84.44749,Waldron,MI,coarse
49289,41.76825,-84.10761,Weston,MI,coarse
49301,42.96383,-85.48227,Ada,MI,coarse
49302,42.85610,-85.40286,Alto,MI,coarse
49303,43.27218,-85.85447,Bailey,MI,coarse
49304,43.92923,-85.84077,Baldwin,MI,coarse
49305,43.73749,-85.16633,Barryton,MI,coarse
49306,43.07500,-85.56321,Belmont,MI,coarse
49307,43.68349,-85.35180,Big Rapids,MI,coarse
49309,43.71222,-85.86038,Bitely,MI,coarse
49310,43.55284,-84.96699,Blanchard,MI,coarse
49311,42.63301,-85.64304,Bradley,MI,coarse
49312,43.66601,-85.79106,Brohman,MI,coarse
49314,42.73119,-85.84037,Burnips,MI,coarse
49315,42.83583,-85.66442,Byron Center,MI,coarse
49316,42.81868,-85.52444,Caledonia,MI,coarse
49317,43.07120,-85.48086,Cannonsburg,MI,coarse
49318,43.23466,-85.84011,Casnovia,MI,coarse
49319,43.17595,-85.51411,Cedar Springs,MI,coarse
49320,43.75534,-85.27830,Chippewa Lake,MI,coarse
49321,43.08116,-85.67965,Comstock Park,MI,coarse
49322,43.35952,-85.35316,Coral,MI,coarse
49323,42.72158,-85.78867,Dorr,MI,coarse
49325,42.73887,-85.36444,Freeport,MI,coarse
49326,43.31095,-85.21072,Gowen,MI,coarse
49327,43.53903,-85.85041,Grant,MI,coarse
49328,42.62366,-85.78034,Hopkins,MI,coarse
49329,43.38201,-85.44284,Howard City,MI,coarse
49330,43.23506,-85.67025,Kent City,MI,coarse
49331,42.96938,-85.38413,Lowell,MI,coarse
49332,43.60077,-85.31329,Mecosta,MI,coarse
49333,42.67035,-85.42728,Middleville,MI,coarse
49335,42.73699,-85.66354,Moline,MI,coarse
49336,43.52199,-85.42326,Morley,MI,coarse
49337,43.44493,-85.73898,Newaygo,MI,coarse
49338,43.72777,-85.36539,Paris,MI,coarse
49339,43.36855,-85.47312,Pierson,MI,coarse
49340,43.63785,-85.19894,Remus,MI,coarse
49341,43.13243,-85.55163,Rockford,MI,coarse
49342,43.69119,-85.31853,Rodney,MI,coarse
49343,43.25830,-85.50451,Sand Lake,MI,coarse
49344,42.61277,-85.61283,Shelbyville,MI,coarse
49345,43.15769,-85.68355,Sparta,MI,coarse
49346,43.59086,-85.40368,Stanwood,MI,coarse
49347,43.33090,-85.41442,Trufant,MI,coarse
49348,42.68507,-85.64241,Wayland,MI,coarse
49349,43.61148,-85.79799,White Cloud,MI,coarse
49351,43.03141,-85.55027,Rockford,MI,coarse
49355,43.03141,-85.55027,Ada,MI,coarse
49356,43.03141,-85.55027,Ada,MI,coarse
49357,43.03141,-85.55027,Ada,MI,coarse
49401,42.97952,-85.93927,Allendale,MI,coarse
49402,43.96763,-85.98003,Branch,MI,coarse
49403,43.11817,-85.84839,Conklin,MI,coarse
49404,43.06212,-85.95976,Coopersville,MI,coarse
49405,43.93243,-86.17768,Custer,MI,coarse
49406,42.63688,-86.20216,Douglas,MI,coarse
49408,42.54281,-86.11849,Fennville,MI,coarse
49409,43.08087,-86.21541,Ferrysburg,MI,coarse
49410,44.03013,-86.14248,Fountain,MI,coarse
49411,44.07192,-86.25273,Free Soil,MI,coarse
49412,43.51346,-85.91320,Fremont,MI,coarse
49413,43.55431,-85.80088,Fremont,MI,coarse
49415,43.27550,-86.07655,Fruitport,MI,coarse
49416,42.63053,-86.07203,Glenn,MI,coarse
49417,43.00879,-86.12903,Grand Haven,MI,coarse
49418,42.88273,-85.75306,Grandville,MI,coarse
49419,42.69386,-85.98096,Hamilton,MI,coarse
49420,43.70097,-86.33412,Hart,MI,coarse
49421,43.57433,-86.22317,Hesperia,MI,coarse
49422,42.98560,-86.44475,Holland,MI,coarse
49423,42.81258,-86.03722,Holland,MI,coarse
49424,42.92458,-86.12190,Holland,MI,coarse
49425,43.41721,-86.13027,Holton,MI,coarse
49426,42.86158,-85.93592,Hudsonville,MI,coarse
49427,42.82668,-85.84438,Jamestown,MI,coarse
49428,42.91854,-85.84259,Jenison,MI,coarse
49429,42.98560,-86.44475,Jenison,MI,coarse
49430,43.01034,-85.89754,Lamont,MI,coarse
49431,43.99893,-86.34944,Ludington,MI,coarse
49434,42.76973,-86.20547,Macatawa,MI,coarse
49435,43.02367,-85.84404,Marne,MI,coarse
49436,43.68153,-86.46898,Mears,MI,coarse
49437,43.42404,-86.33952,Montague,MI,coarse
49440,43.23376,-86.23286,Muskegon,MI,coarse
49441,43.24587,-86.26402,Muskegon,MI,coarse
49442,43.23731,-86.14768,Muskegon,MI,coarse
49443,43.29549,-86.46885,Muskegon,MI,coarse
49444,43.24582,-86.18569,Muskegon,MI,coarse
49445,43.29521,-86.27899,Muskegon,MI,coarse
49446,43.53665,-86.32286,New Era,MI,coarse
49448,43.08019,-86.06854,Nunica,MI,coarse
49449,43.72859,-86.29199,Pentwater,MI,coarse
49450,42.48369,-86.06653,Pullman,MI,coarse
49451,43.20596,-85.96811,Ravenna,MI,coarse
49452,43.62635,-86.23369,Rothbury,MI,coarse
49453,42.64561,-86.16545,Saugatuck,MI,coarse
49454,43.94038,-86.26351,Scottville,MI,coarse
49455,43.63834,-86.34928,Shelby,MI,coarse
49456,43.07661,-86.19538,Spring Lake,MI,coarse
49457,43.35802,-86.15772,Twin Lake,MI,coarse
49458,43.94942,-86.10421,Walhalla,MI,coarse
49459,43.72187,-86.14111,Walkerville,MI,coarse
49460,42.92952,-86.09523,West Olive,MI,coarse
49461,43.34583,-86.32709,Whitehall,MI,coarse
49463,43.29549,-86.46885,Wabaningo,MI,coarse
49464,42.86982,-85.96972,Zeeland,MI,coarse
49468,43.03141,-85.55027,Grandville,MI,coarse
49501,42.98423,-85.62910,Grand Rapids,MI,coarse
49502,43.03141,-85.55027,Grand Rapids,MI,coarse
49503,42.95618,-85.66069,Grand Rapids,MI,coarse
49504,42.97369,-85.72650,Grand Rapids,MI,coarse
49505,43.01778,-85.61160,Grand Rapids,MI,coarse
49506,42.94358,-85.57711,Grand Rapids,MI,coarse
49507,42.93078,-85.65698,Grand Rapids,MI,coarse
49508,42.88938,-85.62188,Grand Rapids,MI,coarse
49509,42.89992,-85.71008,Grand Rapids,MI,coarse
49510,43.03141,-85.55027,Grand Rapids,MI,coarse
49512,42.88019,-85.53521,Grand Rapids,MI,coarse
49514,43.03141,-85.55027,Grand Rapids,MI,coarse
49515,43.03141,-85.55027,Grand Rapids,MI,coarse
49516,43.03141,-85.55027,Grand Rapids,MI,coarse
49518,43.03141,-85.55027,Grand Rapids,MI,coarse
49519,42.89000,-85.72000,Wyoming,MI,coarse
49523,43.03141,-85.55027,Grand Rapids,MI,coarse
49525,43.01353,-85.60273,Grand Rapids,MI,coarse
49528,42.90000,-85.66000,Kentwood Brch,MI,coarse
49530,43.03141,-85.55027,Grand Rapids,MI,coarse
49534,42.98000,-85.77000,Walker,MI,coarse
49544,43.00727,-85.72553,Grand Rapids,MI,coarse
49546,42.93015,-85.53904,Grand Rapids,MI,coarse
49548,42.86479,-85.61517,Grand Rapids,MI,coarse
49550,43.03141,-85.55027,Grand Rapids,MI,coarse
49555,43.03141,-85.55027,Grand Rapids,MI,coarse
49560,43.03141,-85.55027,Grand Rapids,MI,coarse
49588,43.03141,-85.55027,Grand Rapids,MI,coarse
49599,43.03141,-85.55027,Grand Rapids,MI,coarse
49601,44.33528,-85.54909,Cadillac,MI,coarse
49610,44.78938,-85.48845,Acme,MI,coarse
49611,44.98326,-84.96178,Alba,MI,coarse
49612,44.90064,-85.23293,Alden,MI,coarse
49613,44.47884,-86.20939,Arcadia,MI,coarse
49614,44.39667,-86.11673,Bear Lake,MI,coarse
49615,44.99725,-85.19874,Bellaire,MI,coarse
49616,44.57448,-86.07937,Benzonia,MI,coarse
49617,44.63063,-86.00251,Beulah,MI,coarse
49618,44.28972,-85.67546,Boon,MI,coarse
49619,44.30920,-85.97254,Brethren,MI,coarse
49620,44.46512,-85.68148,Buckley,MI,coarse
49621,44.86052,-85.81377,Cedar,MI,coarse
49622,45.07599,-85.25591,Central Lake,MI,coarse
49623,43.95217,-85.67270,Chase,MI,coarse
49625,44.42757,-86.02819,Copemish,MI,coarse
49626,44.24134,-86.29131,Eastlake,MI,coarse
49627,45.08806,-85.32190,Eastport,MI,coarse
49628,44.59953,-86.21407,Elberta,MI,coarse
49629,44.92902,-85.31947,Elk Rapids,MI,coarse
49630,44.83789,-85.97648,Empire,MI,coarse
49631,43.95808,-85.30206,Evart,MI,coarse
49632,44.24216,-85.04366,Falmouth,MI,coarse
49633,44.58453,-85.39395,Fife Lake,MI,coarse
49634,44.23819,-86.05797,Filer City,MI,coarse
49635,44.61306,-86.17726,Frankfort,MI,coarse
49636,44.87342,-85.98867,Glen Arbor,MI,coarse
49637,44.63413,-85.70349,Grawn,MI,coarse
49638,44.28032,-85.71069,Harrietta,MI,coarse
49639,43.98188,-85.36046,Hersey,MI,coarse
49640,44.69004,-86.05038,Honor,MI,coarse
49642,43.88718,-85.77587,Idlewild,MI,coarse
49643,44.63356,-85.78228,Interlochen,MI,coarse
49644,44.09198,-85.90658,Irons,MI,coarse
49645,44.37793,-86.04119,Kaleva,MI,coarse
49646,44.69714,-85.09291,Kalkaska,MI,coarse
49648,45.00697,-85.35539,Kewadin,MI,coarse
49649,44.57755,-85.53016,Kingsley,MI,coarse
49650,44.72200,-85.88236,Lake Ann,MI,coarse
49651,44.37669,-85.09460,Lake City,MI,coarse
49653,44.98045,-85.73620,Lake Leelanau,MI,coarse
49654,44.98942,-85.77023,Leland,MI,coarse
49655,44.01338,-85.32548,Leroy,MI,coarse
49656,44.04206,-85.71287,Luther,MI,coarse
49657,44.25829,-85.15438,Mc Bain,MI,coarse
49659,44.94794,-85.12262,Mancelona,MI,coarse
49660,44.26353,-86.18247,Manistee,MI,coarse
49663,44.41277,-85.46827,Manton,MI,coarse
49664,44.86932,-85.90228,Maple City,MI,coarse
49665,43.98994,-85.27112,Marion,MI,coarse
49666,44.62504,-85.54250,Mayfield,MI,coarse
49667,44.34326,-84.94464,Merritt,MI,coarse
49668,44.39912,-85.62967,Mesick,MI,coarse
49670,45.12216,-85.61847,Northport,MI,coarse
49673,44.95587,-85.49000,Old Mission,MI,coarse
49674,45.06657,-85.59737,Omena,MI,coarse
49675,44.41818,-86.22219,Onekama,MI,coarse
49676,44.80389,-85.25063,Rapid City,MI,coarse
49677,43.95203,-85.41472,Reed City,MI,coarse
49679,43.96377,-85.18726,Sears,MI,coarse
49680,44.63444,-85.25289,South Boardman,MI,coarse
49682,44.98857,-85.64407,Suttons Bay,MI,coarse
49683,44.58678,-85.93197,Thompsonville,MI,coarse
49684,44.69396,-85.67634,Traverse City,MI,coarse
49685,44.81618,-85.57515,Traverse City,MI,coarse
49686,44.78492,-85.49067,Traverse City,MI,coarse
49688,44.11205,-85.40509,Tustin,MI,coarse
49689,44.33017,-86.02719,Wellston,MI,coarse
49690,44.76718,-85.42760,Williamsburg,MI,coarse
49696,44.81618,-85.57515,Traverse City,MI,coarse
49701,45.75302,-84.69174,Mackinaw City,MI,coarse
49705,45.36648,-84.42989,Afton,MI,coarse
49706,45.53980,-84.80579,Alanson,MI,coarse
49707,45.03314,-83.49509,Alpena,MI,coarse
49709,45.03063,-84.17307,Atlanta,MI,coarse
49710,46.27844,-84.19690,Barbeau,MI,coarse
49711,45.52343,-85.33204,Bay Shore,MI,coarse
49712,45.22648,-85.01690,Boyne City,MI,coarse
49713,45.20387,-84.84813,Boyne Falls,MI,coarse
49715,46.38913,-84.69814,Brimley,MI,coarse
49716,45.50699,-84.70389,Brutus,MI,coarse
49717,45.43071,-84.69121,Burt Lake,MI,coarse
49718,45.59626,-84.85139,Carp Lake,MI,coarse
49719,46.00721,-84.27620,Cedarville,MI,coarse
49720,45.26536,-85.22972,Charlevoix,MI,coarse
49721,45.59284,-84.46864,Cheboygan,MI,coarse
49722,45.42362,-84.85240,Conway,MI,coarse
49723,45.62535,-85.04187,Cross Village,MI,coarse
49724,46.31160,-84.61713,Dafter,MI,coarse
49725,45.99718,-83.92394,De Tour Village,MI,coarse
49726,46.01153,-83.69250,Drummond Island,MI,coarse
49727,45.20399,-85.10284,East Jordan,MI,coarse
49728,46.53687,-84.86289,Eckerman,MI,coarse
49729,45.15646,-85.30385,Ellsworth,MI,coarse
49730,45.02396,-84.75544,Elmira,MI,coarse
49733,44.78674,-84.69784,Frederic,MI,coarse
49734,45.02841,-84.61221,Gaylord,MI,coarse
49735,45.00094,-84.62459,Gaylord,MI,coarse
49736,46.07898,-84.14499,Goetzville,MI,coarse
49737,45.58018,-85.11368,Good Hart,MI,coarse
49738,44.69178,-84.61294,Grayling,MI,coarse
49739,44.68300,-84.61044,Grayling,MI,coarse
49740,45.55423,-84.92583,Harbor Springs,MI,coarse
49743,45.28347,-83.87372,Hawks,MI,coarse
49744,44.99633,-83.66764,Herron,MI,coarse
49745,46.02172,-84.42845,Hessel,MI,coarse
49746,45.05958,-84.02269,Hillman,MI,coarse
49747,44.90972,-83.60891,Hubbard Lake,MI,coarse
49748,46.39075,-85.17639,Hulbert,MI,coarse
49749,45.44721,-84.57802,Indian River,MI,coarse
49751,44.96322,-84.50598,Johannesburg,MI,coarse
49752,46.25960,-84.64733,Kinross,MI,coarse
49753,45.01308,-83.76196,Lachine,MI,coarse
49755,45.59257,-84.86323,Levering,MI,coarse
49756,44.91306,-84.21857,Lewiston,MI,coarse
49757,45.85372,-84.61820,Mackinac Island,MI,coarse
49759,45.43095,-84.08537,Millersburg,MI,coarse
49760,46.07039,-84.99259,Moran,MI,coarse
49761,45.55954,-84.52210,Mullett Lake,MI,coarse
49762,46.10952,-85.34592,Naubinway,MI,coarse
49764,45.48026,-84.81464,Oden,MI,coarse
49765,45.36328,-83.87157,Onaway,MI,coarse
49766,45.02825,-83.53661,Ossineke,MI,coarse
49768,46.59508,-85.09732,Paradise,MI,coarse
49769,45.56611,-84.86324,Pellston,MI,coarse
49770,45.35592,-84.91326,Petoskey,MI,coarse
49774,46.17999,-84.31542,Pickford,MI,coarse
49775,45.96907,-84.99120,Pointe Aux Pins,MI,coarse
49776,45.27891,-83.73462,Posen,MI,coarse
49777,45.28306,-83.58607,Presque Isle,MI,coarse
49778,46.41078,-84.33652,Brimley,MI,coarse
49779,45.38417,-83.74985,Rogers City,MI,coarse
49780,46.25851,-84.80041,Rudyard,MI,coarse
49781,45.99852,-84.69782,Saint Ignace,MI,coarse
49782,45.66845,-85.54730,Beaver Island,MI,coarse
49783,46.35744,-84.58732,Sault Sainte Marie,MI,coarse
49784,46.41078,-84.33652,Kincheloe,MI,coarse
49785,46.18145,-84.40537,Kincheloe,MI,coarse
49786,46.41078,-84.33652,Kincheloe,MI,coarse
49788,46.28843,-84.54158,Kincheloe,MI,coarse
49790,46.38738,-84.96679,Strongs,MI,coarse
49791,45.48384,-84.59356,Topinabee,MI,coarse
49792,45.35883,-84.29528,Tower,MI,coarse
49793,46.21593,-85.00677,Trout Lake,MI,coarse
49795,45.13967,-84.55260,Vanderbilt,MI,coarse
49796,45.24537,-84.93823,Walloon Lake,MI,coarse
49797,44.87023,-84.65985,Waters,MI,coarse
49799,45.32683,-84.54953,Wolverine,MI,coarse
49801,46.02163,-87.87450,Iron Mountain,MI,coarse
49802,45.80790,-88.08430,Kingsford,MI,coarse
49805,47.28794,-88.41289,Allouez,MI,coarse
49806,46.44459,-86.91151,Au Train,MI,coarse
49807,45.69559,-87.20731,Bark River,MI,coarse
49808,46.77079,-87.67257,Big Bay,MI,coarse
49812,45.60190,-87.51908,Carney,MI,coarse
49813,45.44379,-87.40160,Cedar River,MI,coarse
49814,46.46664,-87.92043,Champion,MI,coarse
49815,46.17823,-87.93428,Channing,MI,coarse
49816,46.33696,-86.99358,Chatham,MI,coarse
49817,45.91578,-86.47325,Cooks,MI,coarse
49818,45.91035,-87.20714,Cornell,MI,coarse
49819,46.60414,-87.61481,Arnold,MI,coarse
49820,46.15929,-85.69929,Curtis,MI,coarse
49821,45.52444,-87.61477,Daggett,MI,coarse
49822,46.42696,-87.04970,Deerton,MI,coarse
49825,46.32993,-87.01376,Eben Junction,MI,coarse
49826,46.34807,-87.04362,Rumely,MI,coarse
49827,46.16938,-85.58798,Engadine,MI,coarse
49829,45.85134,-87.05705,Escanaba,MI,coarse
49831,46.02263,-87.79386,Felch,MI,coarse
49833,46.27971,-87.33110,Little Lake,MI,coarse
49834,45.93989,-87.80599,Foster City,MI,coarse
49835,45.75664,-86.58612,Garden,MI,coarse
49836,46.04208,-86.23576,Germfask,MI,coarse
49837,45.88126,-87.11522,Gladstone,MI,coarse
49838,46.07466,-85.73384,Gould City,MI,coarse
49839,46.66881,-85.96415,Grand Marais,MI,coarse
49840,46.04208,-86.23576,Gulliver,MI,coarse
49841,46.33112,-87.43966,Gwinn,MI,coarse
49845,45.69218,-87.35134,Harris,MI,coarse
49847,45.70010,-87.64237,Hermansville,MI,coarse
49848,45.37177,-87.62373,Ingalls,MI,coarse
49849,46.43869,-87.70910,Ishpeming,MI,coarse
49852,45.82751,-87.77638,Loretto,MI,coarse
49853,46.34759,-85.65852,Mc Millan,MI,coarse
49854,46.00622,-86.25549,Manistique,MI,coarse
49855,46.59343,-87.61528,Marquette,MI,coarse
49858,45.22896,-87.56772,Menominee,MI,coarse
49861,46.53079,-88.09143,Michigamme,MI,coarse
49862,46.41478,-86.46032,Munising,MI,coarse
49863,45.60866,-87.56331,Nadeau,MI,coarse
49864,45.84244,-86.65585,Nahma,MI,coarse
49865,46.60414,-87.61481,National Mine,MI,coarse
49866,46.49490,-87.79952,Negaunee,MI,coarse
49868,46.46016,-85.51560,Newberry,MI,coarse
49870,45.85720,-87.91760,Norway,MI,coarse
49871,46.44156,-87.57636,Palmer,MI,coarse
49872,45.99248,-87.07923,Perkins,MI,coarse
49873,45.84102,-87.48157,Perronville,MI,coarse
49874,45.70341,-87.51241,Powers,MI,coarse
49876,45.80759,-87.95986,Quinnesec,MI,coarse
49877,46.12967,-87.73667,Ralph,MI,coarse
49878,45.91395,-86.80473,Rapid River,MI,coarse
