zip,lat,lon,city,state,precision
15290,40.43444,-80.02482,Pittsburgh,PA,coarse
15295,40.43444,-80.02482,Pittsburgh,PA,coarse
15301,40.13539,-80.14671,Washington,PA,coarse
15310,39.87064,-80.21134,Aleppo,PA,coarse
15311,40.04977,-80.16813,Amity,PA,coarse
15312,40.20074,-80.26715,Avella,PA,coarse
15313,40.06550,-80.02210,Beallsville,PA,coarse
15314,40.15346,-80.08397,Bentleyville,PA,coarse
15315,39.81705,-79.95673,Bobtown,PA,coarse
15316,39.87064,-80.21134,Brave,PA,coarse
15317,40.15570,-80.12842,Canonsburg,PA,coarse
15320,39.91891,-79.98532,Carmichaels,PA,coarse
15321,40.15927,-80.10419,Cecil,PA,coarse
15322,39.96670,-80.04523,Clarksville,PA,coarse
15323,40.11016,-80.25169,Claysville,PA,coarse
15324,40.05016,-79.98324,Cokeburg,PA,coarse
15325,39.95017,-79.96763,Crucible,PA,coarse
15327,39.76409,-79.93742,Dilliner,PA,coarse
15329,40.04995,-80.28121,Prosperity,PA,coarse
15330,40.17557,-80.09934,Eighty Four,PA,coarse
15331,40.10682,-80.02161,Ellsworth,PA,coarse
15332,40.19897,-80.05997,Finleyville,PA,coarse
15333,40.02511,-80.01174,Fredericktown,PA,coarse
15334,39.87064,-80.21134,Garards Fort,PA,coarse
15336,40.26014,-79.99268,Gastonville,PA,coarse
15337,39.93796,-80.00150,Graysville,PA,coarse
15338,39.82094,-79.97455,Greensboro,PA,coarse
15339,40.30184,-80.15431,Hendersonville,PA,coarse
15340,40.22686,-80.16903,Hickory,PA,coarse
15341,39.87064,-80.21134,Holbrook,PA,coarse
15342,40.13309,-80.13345,Houston,PA,coarse
15344,39.87064,-80.21134,Jefferson,PA,coarse
15345,40.02843,-80.10421,Marianna,PA,coarse
15346,39.93466,-80.07027,Mather,PA,coarse
15347,40.21736,-80.22688,Meadow Lands,PA,coarse
15348,39.98765,-80.00369,Millsboro,PA,coarse
15349,39.77403,-80.02458,Mount Morris,PA,coarse
15350,40.29373,-80.20048,Muse,PA,coarse
15351,39.87790,-79.92581,Nemacolin,PA,coarse
15352,39.87064,-80.21134,New Freeport,PA,coarse
15353,39.87064,-80.21134,Nineveh,PA,coarse
15354,39.87064,-80.21134,Pine Bank,PA,coarse
15357,39.95437,-79.99043,Rices Landing,PA,coarse
15358,40.05635,-79.99255,Richeyville,PA,coarse
15359,39.87064,-80.21134,Rogersville,PA,coarse
15360,40.09234,-80.09946,Scenery Hill,PA,coarse
15361,40.32819,-80.25629,Southview,PA,coarse
15362,39.74466,-80.21447,Spraggs,PA,coarse
15363,40.25045,-80.19835,Strabane,PA,coarse
15364,39.87064,-80.21134,Sycamore,PA,coarse
15365,40.16113,-80.37809,Taylorstown,PA,coarse
15366,40.11007,-80.03179,Van Voorhis,PA,coarse
15367,40.24434,-80.24780,Venetia,PA,coarse
15368,40.02378,-80.00773,Vestaburg,PA,coarse
15370,39.87477,-80.08057,Waynesburg,PA,coarse
15376,40.12808,-80.27023,West Alexander,PA,coarse
15377,40.02468,-80.42973,West Finley,PA,coarse
15378,40.27753,-80.27313,Westland,PA,coarse
15379,40.24173,-80.42415,West Middletown,PA,coarse
15380,39.90937,-80.43004,Wind Ridge,PA,coarse
15401,39.94488,-79.77006,Uniontown,PA,coarse
15410,39.91210,-79.89636,Adah,PA,coarse
15411,39.75240,-79.33077,Addison,PA,coarse
15412,40.09589,-79.84989,Allenport,PA,coarse
15413,39.98683,-79.86373,Allison,PA,coarse
15415,39.98079,-79.85037,Brier Hill,PA,coarse
15416,39.93208,-79.65217,Brownfield,PA,coarse
15417,39.92161,-79.69047,Brownsville,PA,coarse
15419,40.06892,-79.87316,California,PA,coarse
15420,39.93208,-79.65217,Cardale,PA,coarse
15421,39.84509,-79.59913,Chalk Hill,PA,coarse
15422,39.99225,-79.81708,Chestnut Ridge,PA,coarse
15423,40.08219,-79.93027,Coal Center,PA,coarse
15424,39.82433,-79.30641,Confluence,PA,coarse
15425,40.00743,-79.70095,Connellsville,PA,coarse
15427,40.06506,-79.97330,Daisytown,PA,coarse
15428,39.98300,-79.72552,Dawson,PA,coarse
15429,40.00808,-79.93923,Denbo,PA,coarse
15430,40.04178,-79.65998,Dickerson Run,PA,coarse
15431,39.94909,-79.72315,Dunbar,PA,coarse
15432,40.09969,-79.85968,Dunlevy,PA,coarse
15433,39.97351,-79.70454,East Millsboro,PA,coarse
15434,40.08044,-79.87583,Elco,PA,coarse
15435,39.95012,-79.85847,Fairbank,PA,coarse
15436,39.95442,-79.80807,Fairchance,PA,coarse
15437,39.79741,-79.59677,Farmington,PA,coarse
15438,40.06673,-79.84451,Fayette City,PA,coarse
15439,39.77132,-79.63584,Gans,PA,coarse
15440,39.75775,-79.62837,Gibbon Glade,PA,coarse
15442,40.01552,-79.84398,Grindstone,PA,coarse
15443,39.92635,-79.90132,Hibbs,PA,coarse
15444,40.05656,-79.90210,Hiller,PA,coarse
15445,39.87683,-79.67181,Hopwood,PA,coarse
15446,40.03745,-79.37781,Indian Head,PA,coarse
15447,39.94599,-79.93932,Isabella,PA,coarse
15448,40.36022,-79.43980,Jacobs Creek,PA,coarse
15449,39.96362,-79.78535,Keisterville,PA,coarse
15450,39.99828,-79.97539,La Belle,PA,coarse
15451,39.74286,-79.85487,Lake Lynn,PA,coarse
15454,39.93208,-79.65217,Leckrone,PA,coarse
15455,39.99854,-79.64345,Leisenring,PA,coarse
15456,39.87728,-79.80555,Lemont Furnace,PA,coarse
15458,39.88824,-79.86935,Mc Clellandtown,PA,coarse
15459,39.82243,-79.52973,Markleysburg,PA,coarse
15460,39.93208,-79.65217,Martin,PA,coarse
15461,39.94577,-79.68184,Masontown,PA,coarse
15462,40.05974,-79.38143,Melcroft,PA,coarse
15463,39.88252,-79.83358,Merrittstown,PA,coarse
15464,39.93374,-79.43265,Mill Run,PA,coarse
15465,39.93208,-79.65217,Mount Braddock,PA,coarse
15466,40.07506,-79.89435,Newell,PA,coarse
15467,39.93208,-79.65217,New Geneva,PA,coarse
15468,39.94184,-79.84103,New Salem,PA,coarse
15469,40.00786,-79.43821,Normalville,PA,coarse
15470,39.85068,-79.52300,Ohiopyle,PA,coarse
15472,39.91832,-79.71584,Oliver,PA,coarse
15473,40.06456,-79.77559,Perryopolis,PA,coarse
15474,39.91183,-79.71174,Point Marion,PA,coarse
15475,39.98467,-79.88142,Republic,PA,coarse
15476,39.87938,-79.91681,Ronco,PA,coarse
15477,40.08071,-79.86273,Roscoe,PA,coarse
15478,39.92959,-79.69888,Smithfield,PA,coarse
15479,40.15530,-79.73809,Smithton,PA,coarse
15480,39.98834,-79.77126,Smock,PA,coarse
15482,40.06511,-79.76903,Star Junction,PA,coarse
15483,40.03850,-79.92094,Stockdale,PA,coarse
15484,39.89363,-79.78564,Uledi,PA,coarse
15485,39.81735,-79.33064,Ursina,PA,coarse
15486,40.01068,-79.75079,Vanderbilt,PA,coarse
15488,39.97632,-79.76890,Waltersburg,PA,coarse
15489,39.95606,-79.70074,West Leisenring,PA,coarse
15490,40.07586,-79.45280,White,PA,coarse
15492,40.11783,-79.77180,Wickhaven,PA,coarse
15501,39.99005,-79.08745,Somerset,PA,coarse
15502,40.04602,-79.25846,Hidden Valley,PA,coarse
15510,39.96331,-79.04089,Somerset,PA,coarse
15520,40.11302,-79.07022,Acosta,PA,coarse
15521,40.19863,-78.62280,Alum Bank,PA,coarse
15522,39.95464,-78.57476,Bedford,PA,coarse
15530,39.94277,-78.98123,Berlin,PA,coarse
15531,40.00639,-78.98929,Boswell,PA,coarse
15532,39.76730,-79.06201,Boynton,PA,coarse
15533,39.98344,-78.25118,Breezewood,PA,coarse
15534,39.86425,-78.67420,Buffalo Mills,PA,coarse
15535,39.83929,-78.46988,Clearville,PA,coarse
15536,39.94376,-78.12226,Crystal Spring,PA,coarse
15537,39.96696,-78.45875,Everett,PA,coarse
15538,39.94516,-78.95458,Fairhope,PA,coarse
15539,40.13017,-78.59146,Fishertown,PA,coarse
15540,39.79614,-79.24716,Fort Hill,PA,coarse
15541,40.08538,-78.96351,Friedens,PA,coarse
15542,39.86590,-79.07470,Garrett,PA,coarse
15544,40.13775,-79.09255,Gray,PA,coarse
15545,39.88651,-78.71277,Hyndman,PA,coarse
15546,40.14594,-79.06758,Jenners,PA,coarse
15547,40.15950,-79.06163,Jennerstown,PA,coarse
15548,40.10111,-78.93865,Kantner,PA,coarse
15549,40.02076,-79.01231,Listie,PA,coarse
15550,39.90249,-78.65820,Manns Choice,PA,coarse
15551,39.88729,-79.25469,Markleton,PA,coarse
15552,39.87501,-79.03860,Meyersdale,PA,coarse
15553,39.98280,-78.77193,New Baltimore,PA,coarse
15554,39.98141,-78.61159,New Paris,PA,coarse
15555,40.09143,-79.08720,Quecreek,PA,coarse
15557,39.95515,-79.14148,Rockwood,PA,coarse
15558,39.94126,-79.08332,Salisbury,PA,coarse
15559,40.05705,-78.64251,Schellsburg,PA,coarse
15560,40.01706,-78.90768,Shanksville,PA,coarse
15561,40.09641,-79.09016,Sipesville,PA,coarse
15562,39.74802,-79.12373,Springs,PA,coarse
15563,40.09480,-78.96582,Stoystown,PA,coarse
15564,39.72990,-78.84410,Wellersburg,PA,coarse
15565,40.00348,-79.03798,West Salisbury,PA,coarse
15601,40.34702,-79.50073,Greensburg,PA,coarse
15605,40.36022,-79.43980,Greensburg,PA,coarse
15606,40.36022,-79.43980,Greensburg,PA,coarse
15610,40.12015,-79.40507,Acme,PA,coarse
15611,40.30377,-79.65306,Adamsburg,PA,coarse
15612,40.36022,-79.43980,Alverton,PA,coarse
15613,40.43683,-79.61718,Apollo,PA,coarse
15615,40.36062,-79.74332,Ardara,PA,coarse
15616,40.36022,-79.43980,Armbrust,PA,coarse
15617,40.36022,-79.43980,Arona,PA,coarse
15618,40.49705,-79.48905,Avonmore,PA,coarse
15619,40.36022,-79.43980,Bovard,PA,coarse
15620,40.32384,-79.34342,Bradenville,PA,coarse
15621,40.36022,-79.43980,Calumet,PA,coarse
15622,40.19019,-79.30196,Champion,PA,coarse
15623,40.36921,-79.61901,Claridge,PA,coarse
15624,40.35775,-79.48403,Crabtree,PA,coarse
15625,40.36022,-79.43980,Darragh,PA,coarse
15626,40.36131,-79.57142,Delmont,PA,coarse
15627,40.35023,-79.40206,Derry,PA,coarse
15628,40.10281,-79.37701,Donegal,PA,coarse
15629,40.59805,-79.56238,East Vandergrift,PA,coarse
15630,40.84783,-79.45158,Edmon,PA,coarse
15631,40.08452,-79.59053,Everson,PA,coarse
15632,40.42972,-79.63479,Export,PA,coarse
15633,40.35755,-79.52255,Forbes Road,PA,coarse
15634,40.30889,-79.66542,Grapeville,PA,coarse
15635,40.35204,-79.49789,Hannastown,PA,coarse
15636,40.36602,-79.65653,Harrison City,PA,coarse
15637,40.26617,-79.56779,Herminie,PA,coarse
15638,40.26106,-79.14313,Hostetter,PA,coarse
15639,40.32862,-79.62447,Hunker,PA,coarse
15640,40.22509,-79.73280,Hutchinson,PA,coarse
15641,40.62817,-79.59565,Hyde Park,PA,coarse
15642,40.36502,-79.58406,Irwin,PA,coarse
15644,40.37457,-79.40791,Jeannette,PA,coarse
15646,40.36022,-79.43980,Jones Mills,PA,coarse
15647,40.34152,-79.72722,Larimer,PA,coarse
15650,40.35577,-79.42197,Latrobe,PA,coarse
15655,40.23141,-79.17146,Laughlintown,PA,coarse
15656,40.63896,-79.61096,Leechburg,PA,coarse
15658,40.27132,-79.25114,Ligonier,PA,coarse
15660,40.24880,-79.76464,Lowber,PA,coarse
15661,40.28652,-79.51343,Loyalhanna,PA,coarse
15662,40.36022,-79.43980,Luxor,PA,coarse
15663,40.24397,-79.67652,Madison,PA,coarse
15664,40.31077,-79.61719,Mammoth,PA,coarse
15665,40.29219,-79.66487,Manor,PA,coarse
15666,40.20221,-79.60998,Mount Pleasant,PA,coarse
15668,40.42329,-79.66329,Murrysville,PA,coarse
15670,40.39666,-79.44401,New Alexandria,PA,coarse
15671,40.34945,-79.32255,New Derry,PA,coarse
15672,40.24375,-79.65844,New Stanton,PA,coarse
15673,40.59304,-79.55810,North Apollo,PA,coarse
15674,40.21601,-79.48724,Norvelt,PA,coarse
15675,40.31491,-79.68143,Penn,PA,coarse
15676,40.24243,-79.45421,Pleasant Unity,PA,coarse
15677,40.36022,-79.43980,Rector,PA,coarse
15678,40.28284,-79.72328,Rillton,PA,coarse
15679,40.22693,-79.67336,Ruffs Dale,PA,coarse
15680,40.51890,-79.49587,Salina,PA,coarse
15681,40.54288,-79.39781,Saltsburg,PA,coarse
15682,40.84783,-79.45158,Schenley,PA,coarse
15683,40.35535,-79.52054,Scottdale,PA,coarse
15684,40.46037,-79.51563,Slickville,PA,coarse
15685,40.36022,-79.43980,Southwest,PA,coarse
15686,40.61682,-79.47983,Spring Church,PA,coarse
15687,40.36022,-79.43980,Stahlstown,PA,coarse
15688,40.36022,-79.43980,Tarrs,PA,coarse
15689,40.36022,-79.43980,United,PA,coarse
15690,40.40041,-79.54685,Vandergrift,PA,coarse
15691,40.29402,-79.68663,Wendel,PA,coarse
15692,40.32939,-79.68057,Westmoreland City,PA,coarse
15693,40.24827,-79.40858,Whitney,PA,coarse
15695,40.19620,-79.69424,Wyano,PA,coarse
15696,40.27934,-79.36607,Youngstown,PA,coarse
15697,40.24054,-79.50589,Youngwood,PA,coarse
15698,40.22268,-79.69107,Yukon,PA,coarse
15701,40.62127,-79.08042,Indiana,PA,coarse
15705,40.64003,-79.12945,Indiana,PA,coarse
15710,40.63331,-78.87231,Alverda,PA,coarse
15711,41.17112,-78.91311,Anita,PA,coarse
15712,40.78172,-78.85361,Arcadia,PA,coarse
15713,40.61927,-79.08398,Aultman,PA,coarse
15714,40.65872,-78.79458,Northern Cambria,PA,coarse
15715,40.97045,-78.87580,Big Run,PA,coarse
15716,40.48365,-79.20632,Black Lick,PA,coarse
15717,40.48645,-79.19577,Blairsville,PA,coarse
15720,40.52924,-79.08460,Brush Valley,PA,coarse
15721,41.05438,-78.41095,Burnside,PA,coarse
15722,40.58302,-78.72845,Carrolltown,PA,coarse
15723,40.70564,-79.16151,Chambersville,PA,coarse
15724,40.72498,-78.86032,Cherry Tree,PA,coarse
15725,40.63281,-79.13255,Clarksburg,PA,coarse
15727,40.55027,-79.32375,Clune,PA,coarse
15728,40.74890,-78.99773,Clymer,PA,coarse
15729,40.70646,-78.92440,Commodore,PA,coarse
15730,40.96707,-78.92556,Coolspring,PA,coarse
15731,40.49860,-79.17389,Coral,PA,coarse
15732,40.66134,-79.21713,Creekside,PA,coarse
15733,41.14108,-78.96288,De Lancey,PA,coarse
15734,40.71882,-78.97949,Dixonville,PA,coarse
15736,40.69215,-79.34218,Elderton,PA,coarse
15737,40.60764,-78.75241,Elmora,PA,coarse
15738,40.69363,-78.77508,Emeigh,PA,coarse
15739,40.67797,-79.16571,Ernest,PA,coarse
15740,41.14108,-78.96288,Frostburg,PA,coarse
15741,40.79602,-78.85861,Gipsy,PA,coarse
15742,40.80441,-78.88904,Glen Campbell,PA,coarse
15744,41.14108,-78.96288,Hamilton,PA,coarse
15745,40.62074,-78.91856,Heilwood,PA,coarse
15746,40.76785,-78.87733,Hillsdale,PA,coarse
15747,40.70152,-79.18274,Home,PA,coarse
15748,40.62775,-79.08962,Homer City,PA,coarse
15750,40.48278,-79.18505,Josephine,PA,coarse
15751,40.64003,-79.12945,Juneau,PA,coarse
15752,40.54120,-79.28205,Kent,PA,coarse
15753,40.98911,-78.42240,La Jose,PA,coarse
15754,40.50020,-79.17657,Lucernemines,PA,coarse
15756,40.56838,-79.29993,Mc Intyre,PA,coarse
15757,40.98911,-78.42240,Mahaffey,PA,coarse
15758,40.64003,-79.12945,Marchand,PA,coarse
15759,40.68594,-79.05161,Marion Center,PA,coarse
15760,40.65219,-78.80542,Marsteller,PA,coarse
15761,40.62007,-78.88701,Mentcle,PA,coarse
15762,40.60096,-78.82209,Nicktown,PA,coarse
15763,40.64003,-79.12945,Northpoint,PA,coarse
15764,41.14108,-78.96288,Oliveburg,PA,coarse
15765,40.62128,-78.99431,Penn Run,PA,coarse
15767,40.94454,-78.97984,Punxsutawney,PA,coarse
15770,41.14108,-78.96288,Ringgold,PA,coarse
15771,40.72193,-79.00616,Rochester Mills,PA,coarse
15772,40.86965,-78.90048,Rossiter,PA,coarse
15773,40.62982,-78.73295,Saint Benedict,PA,coarse
15774,40.84783,-79.45158,Shelocta,PA,coarse
15775,40.63513,-78.76918,Spangler,PA,coarse
15776,41.14108,-78.96288,Sprankle Mills,PA,coarse
15777,40.70267,-78.95885,Starford,PA,coarse
15778,40.96735,-79.19902,Timblin,PA,coarse
15779,40.36022,-79.43980,Torrance,PA,coarse
15780,41.14108,-78.96288,Valier,PA,coarse
15781,41.14108,-78.96288,Walston,PA,coarse
15783,40.58378,-79.34233,West Lebanon,PA,coarse
15784,41.14108,-78.96288,Worthville,PA,coarse
15801,41.11805,-78.72030,Du Bois,PA,coarse
15821,41.41588,-78.66506,Benezett,PA,coarse
15822,41.41588,-78.66506,Brandy Camp,PA,coarse
15823,41.25393,-78.69971,Brockport,PA,coarse
15824,41.24720,-78.79890,Brockway,PA,coarse
15825,41.16273,-79.08161,Brookville,PA,coarse
15827,41.29101,-78.50435,Byrnedale,PA,coarse
15828,41.47589,-79.23910,Clarington,PA,coarse
15829,41.14108,-78.96288,Corsica,PA,coarse
15831,41.30478,-78.62129,Dagus Mines,PA,coarse
15832,41.41757,-78.20493,Driftwood,PA,coarse
15834,41.51031,-78.23157,Emporium,PA,coarse
15840,41.14975,-78.82070,Falls Creek,PA,coarse
15841,41.28371,-78.55167,Force,PA,coarse
15845,41.50467,-78.68718,Johnsonburg,PA,coarse
15846,41.33689,-78.60554,Kersey,PA,coarse
15847,41.14108,-78.96288,Knox Dale,PA,coarse
15848,40.98911,-78.42240,Luthersburg,PA,coarse
15849,41.20156,-78.58350,Penfield,PA,coarse
15851,41.09556,-78.88615,Reynoldsville,PA,coarse
15853,41.36211,-78.72624,Ridgway,PA,coarse
15856,40.98911,-78.42240,Rockton,PA,coarse
15857,41.45293,-78.52983,Saint Marys,PA,coarse
15860,41.14108,-78.96288,Sigel,PA,coarse
15861,41.41757,-78.20493,Sinnamahoning,PA,coarse
15863,41.14108,-78.96288,Stump Creek,PA,coarse
15864,41.14108,-78.96288,Summerville,PA,coarse
15865,41.04790,-78.81968,Sykesville,PA,coarse
15866,41.01169,-78.78573,Troutville,PA,coarse
15868,41.27908,-78.52795,Weedville,PA,coarse
15870,41.57296,-78.66526,Wilcox,PA,coarse
15901,40.41271,-78.85425,Johnstown,PA,coarse
15902,40.41711,-78.80599,Johnstown,PA,coarse
15904,40.31928,-78.82808,Johnstown,PA,coarse
15905,40.31407,-78.87089,Johnstown,PA,coarse
15906,40.49413,-78.83867,Johnstown,PA,coarse
15907,40.32537,-78.91515,Johnstown,PA,coarse
15909,40.44031,-78.85591,Johnstown,PA,coarse
15915,40.48449,-78.70222,Johnstown,PA,coarse
15920,40.46026,-79.00972,Armagh,PA,coarse
15921,40.31956,-78.69404,Beaverdale,PA,coarse
15922,40.48449,-78.70222,Belsano,PA,coarse
15923,40.34828,-79.15321,Bolivar,PA,coarse
15924,40.11492,-78.78510,Cairnbrook,PA,coarse
15925,40.41280,-78.63370,Cassandra,PA,coarse
15926,40.07482,-78.83817,Central City,PA,coarse
15927,40.53831,-78.78655,Colver,PA,coarse
15928,40.23523,-78.91901,Davidsville,PA,coarse
15929,40.46252,-79.01283,Dilltown,PA,coarse
15930,40.29393,-78.71922,Dunlo,PA,coarse
15931,40.45958,-78.77187,Ebensburg,PA,coarse
15934,40.27992,-78.80325,Elton,PA,coarse
15935,40.20137,-78.95837,Hollsopple,PA,coarse
15936,40.15513,-78.91679,Hooversville,PA,coarse
15937,40.20844,-78.98726,Jerome,PA,coarse
15938,40.42759,-78.63926,Lilly,PA,coarse
15940,40.51719,-78.61487,Loretto,PA,coarse
15942,40.41978,-78.82379,Mineral Point,PA,coarse
15943,40.39244,-78.84857,Nanty Glo,PA,coarse
15944,40.32618,-79.10192,New Florence,PA,coarse
15945,40.35672,-78.87330,Parkhill,PA,coarse
15946,40.36924,-78.75251,Portage,PA,coarse
15948,40.46407,-78.68537,Revloc,PA,coarse
15949,40.40370,-79.12204,Robinson,PA,coarse
15951,40.33861,-78.77614,Saint Michael,PA,coarse
15952,40.29857,-78.78159,Salix,PA,coarse
15953,40.20643,-78.90053,Seanor,PA,coarse
15954,40.40107,-79.02910,Seward,PA,coarse
15955,40.33413,-78.71551,Sidman,PA,coarse
15956,40.41164,-78.77841,South Fork,PA,coarse
15957,40.57275,-78.90003,Strongstown,PA,coarse
15958,40.39114,-78.73523,Summerhill,PA,coarse
15959,40.26797,-78.91557,Tire Hill,PA,coarse
15960,40.49963,-78.86131,Twin Rocks,PA,coarse
15961,40.43772,-78.92500,Vintondale,PA,coarse
15962,40.38019,-78.71902,Wilmore,PA,coarse
15963,40.18042,-78.82902,Windber,PA,coarse
16001,40.88586,-79.93405,Butler,PA,coarse
16002,40.84090,-79.85917,Butler,PA,coarse
16003,40.92115,-79.92758,Butler,PA,coarse
16016,40.92115,-79.92758,Boyers,PA,coarse
16017,40.92115,-79.92758,Boyers,PA,coarse
16018,40.92115,-79.92758,Boyers,PA,coarse
16020,41.10685,-79.90063,Boyers,PA,coarse
16021,40.92115,-79.92758,Branchton,PA,coarse
16022,41.05551,-79.73131,Bruin,PA,coarse
16023,40.79235,-79.76005,Cabot,PA,coarse
16024,40.92187,-79.99475,Callery,PA,coarse
16025,40.94048,-79.77711,Chicora,PA,coarse
16027,40.82644,-80.01378,Connoquenessing,PA,coarse
16028,40.98399,-79.61523,East Brady,PA,coarse
16029,40.78017,-79.78079,East Butler,PA,coarse
16030,41.13654,-79.80238,Eau Claire,PA,coarse
16033,40.90480,-79.93649,Evans City,PA,coarse
16034,40.86492,-79.73507,Fenelton,PA,coarse
16035,41.10676,-80.00702,Forestville,PA,coarse
16036,41.20233,-79.45375,Foxburg,PA,coarse
16037,40.82820,-80.09825,Harmony,PA,coarse
16038,40.93526,-80.00865,Harrisville,PA,coarse
16039,40.92115,-79.92758,Herman,PA,coarse
16040,41.09144,-79.83572,Hilliards,PA,coarse
16041,41.00537,-79.76661,Karns City,PA,coarse
16045,40.80124,-79.96377,Lyndora,PA,coarse
16046,40.86632,-79.93699,Mars,PA,coarse
16048,41.04719,-79.80890,North Washington,PA,coarse
16049,41.09308,-79.68253,Parker,PA,coarse
16050,41.04106,-79.76281,Petrolia,PA,coarse
16051,41.01782,-80.07236,Portersville,PA,coarse
16052,40.95617,-79.93313,Prospect,PA,coarse
16053,40.80305,-79.99082,Renfrew,PA,coarse
16054,41.20233,-79.45375,Saint Petersburg,PA,coarse
16055,40.72092,-79.76262,Sarver,PA,coarse
16056,40.86200,-79.86428,Saxonburg,PA,coarse
16057,41.05243,-80.04382,Slippery Rock,PA,coarse
16058,41.20233,-79.45375,Turkey City,PA,coarse
16059,40.71069,-79.93707,Valencia,PA,coarse
16061,41.02175,-79.88431,West Sunbury,PA,coarse
16063,40.76090,-80.10939,Zelienople,PA,coarse
16066,40.70971,-80.10460,Cranberry Twp,PA,coarse
16101,40.96452,-80.30074,New Castle,PA,coarse
16102,40.96130,-80.40850,New Castle,PA,coarse
16103,40.98966,-80.30838,New Castle,PA,coarse
16105,41.02405,-80.34544,New Castle,PA,coarse
16107,40.98966,-80.30838,New Castle,PA,coarse
16108,40.98966,-80.30838,New Castle,PA,coarse
16110,41.62944,-80.21402,Adamsville,PA,coarse
16111,41.52481,-80.32056,Atlantic,PA,coarse
16112,40.95621,-80.48613,Bessemer,PA,coarse
16113,41.28657,-80.42373,Clark,PA,coarse
16114,41.40579,-80.18410,Clarks Mills,PA,coarse
16115,40.78624,-80.39149,Darlington,PA,coarse
16116,41.03175,-80.45733,Edinburg,PA,coarse
16117,40.91748,-80.36348,Ellwood City,PA,coarse
16120,40.90522,-80.46823,Enon Valley,PA,coarse
16121,41.21061,-80.48782,Farrell,PA,coarse
16123,40.81321,-80.19913,Fombell,PA,coarse
16124,41.33413,-80.26247,Fredonia,PA,coarse
16125,41.32661,-80.28830,Greenville,PA,coarse
16127,41.17082,-80.08958,Grove City,PA,coarse
16130,41.32821,-80.29217,Hadley,PA,coarse
16131,41.53429,-80.41737,Hartstown,PA,coarse
16132,41.01126,-80.49755,Hillsville,PA,coarse
16133,41.27821,-80.11323,Jackson Center,PA,coarse
16134,41.45665,-80.44918,Jamestown,PA,coarse
16136,40.83477,-80.32801,Koppel,PA,coarse
16137,41.22288,-80.25070,Mercer,PA,coarse
16140,40.98966,-80.30838,New Bedford,PA,coarse
16141,40.83362,-80.38443,New Galilee,PA,coarse
16142,41.10446,-80.35275,New Wilmington,PA,coarse
16143,41.08753,-80.47259,Pulaski,PA,coarse
16145,41.38074,-80.21727,Sandy Lake,PA,coarse
16146,41.23450,-80.44793,Sharon,PA,coarse
16148,41.22198,-80.43889,Hermitage,PA,coarse
16150,41.28378,-80.40005,Sharpsville,PA,coarse
16151,41.44346,-80.20551,Sheakleyville,PA,coarse
16153,41.33556,-80.10361,Stoneboro,PA,coarse
16154,41.36835,-80.36070,Transfer,PA,coarse
16155,40.98966,-80.30838,Villa Maria,PA,coarse
16156,41.08946,-80.19346,Volant,PA,coarse
16157,40.89334,-80.33774,Wampum,PA,coarse
16159,41.23835,-80.30075,West Middlesex,PA,coarse
16160,40.93013,-80.36110,West Pittsburg,PA,coarse
16161,41.20026,-80.50270,Wheatland,PA,coarse
16172,41.11999,-80.33319,New Wilmington,PA,coarse
16201,40.81720,-79.41946,Kittanning,PA,coarse
16210,40.85573,-79.54515,Adrian,PA,coarse
16211,40.64003,-79.12945,Beyer,PA,coarse
16212,40.75409,-79.58091,Cadogan,PA,coarse
16213,41.12356,-79.56846,Callensburg,PA,coarse
16214,41.14327,-79.45205,Clarion,PA,coarse
16215,40.84783,-79.45158,Kittanning,PA,coarse
16216,40.84783,-79.45158,Climax,PA,coarse
16217,41.47589,-79.23910,Cooksburg,PA,coarse
16218,40.84783,-79.45158,Cowansville,PA,coarse
16220,41.20233,-79.45375,Crown,PA,coarse
16221,41.20233,-79.45375,Curllsville,PA,coarse
16222,40.88123,-79.24005,Dayton,PA,coarse
16223,40.84783,-79.45158,Distant,PA,coarse
16224,41.20233,-79.45375,Fairmount City,PA,coarse
16225,41.20233,-79.45375,Fisher,PA,coarse
16226,40.79965,-79.42020,Ford City,PA,coarse
16228,40.75683,-79.52223,Ford Cliff,PA,coarse
16229,40.74373,-79.46114,Freeport,PA,coarse
16230,41.01775,-79.27993,Hawthorn,PA,coarse
16232,41.19030,-79.59252,Knox,PA,coarse
16233,41.38883,-79.27366,Leeper,PA,coarse
16234,41.20233,-79.45375,Limestone,PA,coarse
16235,41.30024,-79.35779,Lucinda,PA,coarse
16236,40.78179,-79.52184,Mc Grann,PA,coarse
16238,40.78769,-79.52103,Manorville,PA,coarse
16239,41.46997,-79.12500,Marienville,PA,coarse
16240,41.20233,-79.45375,Mayport,PA,coarse
16242,41.12698,-79.40791,New Bethlehem,PA,coarse
16244,40.84783,-79.45158,Nu Mine,PA,coarse
16245,40.84783,-79.45158,Oak Ridge,PA,coarse
16246,40.64003,-79.12945,Plumville,PA,coarse
16248,41.04110,-79.50167,Rimersburg,PA,coarse
16249,40.74662,-79.49665,Rural Valley,PA,coarse
16250,40.77739,-79.23359,Sagamore,PA,coarse
16253,40.84783,-79.45158,Seminole,PA,coarse
16254,41.26367,-79.43411,Shippenville,PA,coarse
16255,41.10570,-79.48997,Sligo,PA,coarse
16256,40.86765,-79.14134,Smicksburg,PA,coarse
16257,41.20233,-79.45375,Snydersburg,PA,coarse
